res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Kristen,Zamora,3,233.06
NULL,Bryant,Rodriguez,3,137.04
NULL,Jaden,Mcknight,3,163.12
NULL,Audrey,Harrell,3,178.43
NULL,Roger,Parrish,3,229.6
NULL,Deshawn,Cobb,3,79.86
NULL,Jayda,Perkins,3,168.96
NULL,Rosa,Townsend,3,187.61
NULL,Nathen,Moore,3,153
NULL,Camila,Kaiser,3,148.81
NULL,Evangeline,Hendricks,3,126.19
NULL,Evangeline,Fisher,3,95.22
NULL,Shania,Koch,3,94.51
NULL,Jace,Stein,3,94.42
NULL,Hallie,Dean,3,58.65
NULL,Grace,Atkinson,3,137.83
NULL,Sage,Alvarado,3,132.51
NULL,Ishaan,Russell,3,134.34
NULL,Davian,Gates,3,152.11
NULL,Kayden,Chung,3,72.89
NULL,Andy,Page,3,59.15
NULL,Hailee,Cook,3,71.25
NULL,Cornelius,Kramer,3,124.6
NULL,Abbie,Becker,3,114.62
NULL,Khalil,Spencer,3,173.27
NULL,Imani,Conrad,3,108.34
NULL,Mariela,Jacobson,3,55.36
NULL,Phillip,Watson,3,189.78
NULL,Brooke,Velazquez,3,50.87
NULL,Alissa,Swanson,3,229.6
NULL,Amani,Arroyo,3,71.53
NULL,Elise,Murray,3,163.32
NULL,Cash,Friedman,3,81.1
NULL,Noah,Hunter,3,145.57
NULL,Kathy,Meadows,3,80.35
NULL,Maximo,Holland,3,141.9
NULL,Zion,Small,3,87.36
NULL,Jake,Ware,3,107.4
NULL,Cash,Greer,3,237.47
NULL,Kassidy,Heath,3,67.27
NULL,Karsyn,Little,3,247.09
NULL,Avery,Nielsen,3,60.9
NULL,Daphne,Pope,3,212.17
NULL,Mary,Perry,3,244.54
NULL,Martha,Chase,3,53.53
NULL,Aria,Livingston,3,67.11
NULL,Marques,Murphy,3,123.14
NULL,Danica,Underwood,3,70.07
NULL,Connor,Morris,3,82.6
NULL,Deja,Shea,3,159.03
NULL,Jeremiah,Ross,3,161.49
NULL,Jadon,Montes,3,189.99
NULL,Amaris,Burgess,3,112.51
NULL,Zaire,Bishop,3,238.77
NULL,Jesus,Sanchez,3,91.59
NULL,Sloane,Rojas,3,103.76
NULL,Emmett,Benjamin,3,219.35
NULL,Harper,Mckee,3,211.88
NULL,Josh,Dougli,3,100.7
NULL,Darius,Mccann,3,190.26
NULL,Amirah,Duran,3,105.56
NULL,Finnegan,Vega,3,79.85
NULL,Ricardo,Forbes,3,159.07
NULL,Jennifer,Weber,3,147.1
NULL,Victor,Larson,3,193.14
NULL,Eve,Terry,3,77.08
NULL,Charlee,Mcpherson,3,85.71
NULL,Raegan,Conrad,3,129.7
NULL,Janelle,Palmer,3,177.26
NULL,Corey,Hall,3,150.04
NULL,Shane,Humphrey,3,77.37
NULL,Konner,Duffy,3,120.24
NULL,Rudy,Villegas,3,93.1
NULL,Ulises,Duarte,3,119.03
NULL,Marley,Mursh,3,81.05
NULL,Sydnee,Chen,3,184.34
NULL,Jennifer,Deleon,3,108.49
NULL,Abbie,Hurley,3,190.81
NULL,James,Wagner,3,144.19
NULL,Logan,Frederick,3,231.71
NULL,Alexia,Blackwell,3,67.87
NULL,Travis,Murray,3,179.98
NULL,Kinsley,Mays,3,146.39
NULL,Madeline,Glass,3,75.08
NULL,Reilly,Rose,3,137.35
NULL,Kaitlin,House,3,53.87
NULL,Joshua,Braun,3,101.02
NULL,Darnell,Weeks,3,219.94
NULL,Alyson,Bishop,3,95.47
NULL,Cristal,Elliott,3,103.71
NULL,Jameson,Sloan,3,180.64
NULL,Macy,Harrington,3,241.2
NULL,Dalia,Rosales,3,191.12
NULL,Urijah,Silva,3,111.66
NULL,Haiden,Haney,3,229.65
NULL,Keenan,Valdez,3,207.94
NULL,Sophia,Ballard,3,210.43
NULL,Braylon,Kaufman,3,137.07
NULL,Marin,Harrell,3,179.85
NULL,Areli,Lozano,3,198.98
NULL,Evelyn,Bell,3,191.85
NULL,Kennedy,Montoya,3,190.69
NULL,Lawson,Reid,3,128.96
NULL,Everett,Blackwell,3,168.53
NULL,Humberto,Jenkins,3,167.15
NULL,Maribel,Sullivan,3,163.42
NULL,Hope,Hurst,3,194.82
NULL,Koen,Huynh,3,110.47
NULL,Augustus,Escobar,3,126.95
NULL,Madison,Ray,3,211.55
NULL,Lucas,Stanton,3,198.86
NULL,Gabriela,Sutton,3,181.85
NULL,Jared,Meyers,3,177.07
NULL,Ezekiel,Finley,3,55.56
NULL,Maia,Ford,3,148.59
NULL,Kasey,Ayers,3,216.37
NULL,Laci,Flores,3,201.03
NULL,Max,Shea,3,135.69
NULL,Kody,Fleming,3,230.57
NULL,Christopher,Gould,3,210.35
NULL,Alex,Donaldson,3,91.62
NULL,Alexis,Hahn,3,115.9
NULL,Mark,Burke,3,97.19
NULL,Madalynn,Rodriguez,3,224.04
NULL,Marley,Riddle,3,69.66
NULL,Macie,Black,3,171.55
NULL,Brogan,Hood,3,98.07
NULL,Kason,Trevino,3,245.47
NULL,Arianna,Preston,3,210.02
NULL,Sydnee,Werner,3,249.24
NULL,Mark,Ortiz,3,88.05
NULL,Cannon,Tate,3,57.95
NULL,Baylee,Ray,3,202.85
NULL,Xiomara,Hatfield,3,139.39
NULL,Elaine,Duarte,3,245.85
NULL,Adalyn,Kirby,3,204.94
NULL,Shayla,Stevenson,3,215.65
NULL,Jerimiah,Reynolds,3,199.42
NULL,Malia,Fuller,3,78.97
NULL,Cory,Murray,3,185.7
NULL,Frankie,Meyers,3,101.9
NULL,Gunner,Taylor,3,69.93
NULL,Barrett,Mcdonald,3,162.59
NULL,Mylie,Hamilton,3,155.09
NULL,Lena,Farmer,3,217.97
NULL,Isabela,York,3,145.9
NULL,Madilyn,Parsons,3,71.65
NULL,Helen,Knapp,3,221.14
NULL,Brynn,Harper,3,249.65
NULL,Kristopher,Blake,3,56.8
NULL,Clark,Morrow,3,59.01
NULL,Danielle,Myers,3,211.46
NULL,Jesus,Mercer,3,110.41
NULL,Joshua,Finley,3,86.81
NULL,Henry,Melton,3,117.42
NULL,Isabell,Cole,3,157.79
NULL,Isaiah,Trujillo,3,119.55
NULL,Coleman,Hayes,3,145.32
NULL,Shyla,Clayton,3,161.49
NULL,Rachael,Valenzuela,3,240.78
NULL,Cheyanne,Trujillo,3,136.29
NULL,Anika,Proctor,3,172.42
NULL,Micheal,Serrano,3,171.38
NULL,Eliza,Wagner,3,63.07
NULL,Holly,Salas,3,90.6
NULL,Liliana,Hayden,3,183.65
NULL,Zachary,Buck,3,163.95
NULL,Julio,Shaffer,3,202.91
NULL,Bernard,Frederick,3,162.36
NULL,Naima,Shannon,3,80.99
NULL,Jasmine,Campos,3,143.34
NULL,Jose,Parrish,3,108.86
NULL,Chasity,Johnson,3,198.9
NULL,Jessie,Boyer,3,74.18
NULL,Kasey,Koch,3,226.29
NULL,Mckinley,Kaufman,3,244.03
NULL,Gaven,Ashley,3,80.26
NULL,Joyce,Woods,3,76.4
NULL,Travis,Roy,3,248.24
NULL,Saniyah,Palmer,3,240.85
NULL,Mackenzie,Mcknight,3,192.1
NULL,Mohamed,Mcdowell,3,65.14
NULL,Isla,Montes,3,227.8
NULL,Jada,Hart,3,65.64
NULL,Carolina,Yoder,3,100.49
NULL,Ashlee,Wyatt,3,54.11
NULL,Gia,Rowland,3,132.19
NULL,Jaylee,Mays,3,111.54
NULL,Serena,Hodges,3,237.03
NULL,Arielle,Simmons,3,169.28
NULL,Franklin,Huang,3,70.71
NULL,Parker,Daugherty,3,78.04
NULL,Judah,Kim,3,146.49
NULL,Emmanuel,Johns,3,86.12
NULL,Mylee,Meyers,3,118
NULL,Cecilia,Maynard,3,195.89
NULL,Ada,Clay,3,162.09
NULL,Kendra,Acevedo,3,156.25
NULL,Thomas,Munoz,3,126.75
NULL,Leticia,Petersen,3,168.35
NULL,Brice,Pierce,3,186.1
NULL,Hanna,Camacho,3,142.09
NULL,August,Lyons,3,71.94
NULL,Kade,Hamilton,3,145.9
NULL,Gael,Tanner,3,91.91
NULL,Barrett,Franklin,3,184.28
NULL,Jordin,Huynh,3,234.64
NULL,Charlee,Cruz,3,220.32
NULL,Oswaldo,Barnett,3,184.01
NULL,Macie,Chavez,3,157.86
NULL,Diana,Pollard,3,54.52
NULL,Micah,Downs,3,248.27
NULL,Norah,Montgomery,3,84.23
NULL,Mattie,Weiss,3,193.09
NULL,Kaleb,Archer,3,177.79
NULL,Deja,Johns,3,170.47
NULL,Randall,Compton,3,204.48
NULL,Ramiro,Sweeney,3,200.42
NULL,Braelyn,Conway,3,67.6
NULL,Nikolai,Sutton,3,159.03
NULL,Anne,Irwin,3,157.2
NULL,Akira,Warren,3,55.74
NULL,Kenley,Sanders,3,231.46
NULL,Helena,Farley,3,102.31
NULL,Avery,Velasquez,3,135.26
NULL,Raven,Nixon,3,114.21
NULL,Cristina,Chapman,3,215.36
NULL,Leanna,Esparza,3,96.96
NULL,Madyson,Salas,3,212.76
NULL,Colby,Perry,3,64.91
NULL,Lindsey,Singleton,3,58.73
NULL,Rafael,Gould,3,208.49
NULL,Jacqueline,Rhodes,3,168.29
NULL,Jaylynn,Garcia,3,211.37
NULL,Brielle,Myers,3,109.27
NULL,Annabelle,Hodge,3,195.75
NULL,Jacey,Forbes,3,183.39
NULL,Cruz,Frazier,3,244.95
NULL,Shyla,Patrick,3,115.05
NULL,Shelby,Mcguire,3,218.27
NULL,Raphael,Stevenson,3,208.22
NULL,Daphne,Hale,3,73.03
NULL,Landon,Sweeney,3,100.21
NULL,Malakai,Davila,3,182.4
NULL,Amira,Woods,3,239.7
NULL,Bridger,Jarvis,3,183.88
NULL,Carlo,Walter,3,59.45
NULL,Dante,Cuevas,3,174.5
NULL,Madilynn,Roth,3,98.36
NULL,Terrance,Li,3,245.09
NULL,Camilla,Lamb,3,238.04
NULL,Gisselle,Parsons,3,192.67
NULL,Abraham,Bradford,3,195.98
NULL,Valery,Casey,3,181.46
NULL,Enzo,Raymond,3,132.42
NULL,Destinee,Mejia,3,81.78
NULL,Kristopher,Blevins,3,146.29
NULL,Louis,Santos,3,81.1
NULL,Nylah,Nielsen,3,136.01
NULL,Fisher,Acevedo,3,236.62
NULL,Reece,Zavala,3,184.79
NULL,Jordan,Mahoney,3,176.45
NULL,Alyvia,Pearson,3,75.61
NULL,Joe,Bird,3,150.88
NULL,Aarav,Norton,3,53.96
NULL,Chloe,Gross,3,58.8
NULL,Celeste,Lopez,3,227.25
NULL,Kellen,Roberts,3,208.45
NULL,Martin,Fisher,3,182.77
NULL,Beatrice,Koch,3,225.52
NULL,Aubrie,Guerrero,3,51.71
NULL,Ben,Stanton,3,192.74
NULL,Nola,Horne,3,200.1
NULL,Tristin,Underwood,3,172.12
NULL,Matilda,Byrd,3,123.97
NULL,Heath,Poole,3,70.07
NULL,Marlene,Duke,3,209.49
NULL,Gabriel,Cook,3,99.13
NULL,Milton,Allison,3,233.31
NULL,Branson,Fry,3,133.29
NULL,Issac,Burke,3,221.68
NULL,Israel,Bonilla,3,239.68
NULL,Chris,Avery,3,51.62
NULL,Diya,Rhodes,3,133.23
NULL,Kaden,Mccarty,3,228.01
NULL,Leilani,Spence,3,191.36
NULL,Cheyanne,Garrison,3,203.15
NULL,Sadie,Mcdowell,3,183.33
NULL,Josephine,Adkins,3,152.9
NULL,Adeline,Tapia,3,201.13
NULL,Chaya,Miranda,3,168.85
NULL,Julio,Dougherty,3,74.58
NULL,Conrad,Garner,3,143.47
NULL,Keagan,Dominguez,3,122.15
NULL,Ashton,Weiss,3,224.23
NULL,Semaj,Logan,3,143.07
NULL,Ashlyn,Baker,3,50.41
NULL,Derek,Key,3,151.4
NULL,Damarion,York,3,231.14
NULL,Aliana,Ashley,3,73.15
NULL,Quinn,Burch,3,223.7
NULL,Douglas,Gutierrez,3,61.73
NULL,Quintin,Villanueva,3,234.59
NULL,Ansley,Craig,3,61.73
NULL,Skyler,Cortez,3,186.9
NULL,Layton,Herring,3,75.79
NULL,Jovany,Serrano,3,55.55
NULL,Keegan,Huerta,3,249.94
NULL,Ronan,Fischer,3,213.1
NULL,Valerie,Sheppard,3,133.96
NULL,Adonis,Stafford,3,138.1
NULL,Ansley,Mcbride,3,80.69
NULL,Rodolfo,Good,3,62.71
NULL,Jaylah,Santiago,3,101.5
NULL,Kamora,Reed,3,134.91
NULL,Lilly,King,3,73.99
NULL,Shyanne,Daniels,3,183.08
NULL,Gianni,Morse,3,167.64
NULL,Brielle,Hooper,3,112.9
NULL,Hadassah,Salazar,3,120.02
NULL,Andy,Cooley,3,88.59
NULL,Zavier,Hayden,3,245.3
NULL,Mohamed,Robbins,3,193.4
NULL,Trace,Woodward,3,183.44
NULL,Edwin,Carson,3,213.43
NULL,Danica,Hays,3,149.45
NULL,Kiersten,Sims,3,168.3
NULL,Izabelle,Barr,3,120.22
NULL,Rosa,Vaughan,3,190.08
NULL,Virginia,Patrick,3,70.15
NULL,Valentino,Blair,3,92.36
NULL,Jimmy,Jacobs,3,122.59
NULL,Muhammad,Davidson,3,149.44
NULL,Edith,Ingram,3,220.35
NULL,Felix,Bailey,3,244.51
NULL,Andreas,Dudley,3,159.66
NULL,Kaden,Elliott,3,74.25
NULL,Triston,Young,3,162.63
NULL,Tyshawn,Bishop,3,67.13
NULL,Alexus,Dodson,3,247.61
NULL,Cassius,Frost,3,224.6
NULL,Karli,Stanton,3,212.69
NULL,Eric,Carpenter,3,106.2
NULL,Fernando,Ramsey,3,66.01
NULL,Easton,Ballard,3,170.87
NULL,Donavan,Sparks,3,179.93
NULL,Laura,Hale,3,92.93
NULL,Oscar,Keith,3,184.58
NULL,Camryn,Mitchell,3,204.81
NULL,Danielle,Moran,3,154.17
NULL,Dean,Avery,3,80.9
NULL,Lorelei,Cantu,3,198.2
NULL,Harold,Greene,3,134.2
NULL,Reese,Browning,3,107.1
NULL,Haley,Ferguson,3,80.19
NULL,London,Hart,3,192.74
NULL,Aylin,Zamora,3,81.37
NULL,Lyric,Valenzuela,3,86.09
NULL,Madelynn,Mccann,3,123.23
NULL,Leonard,Harding,3,73.01
NULL,Ishaan,Chapman,3,213.89
NULL,Raymond,Howell,3,114.7
NULL,Yareli,Harrell,3,113.2
NULL,Julio,Potter,3,130.05
NULL,Tia,Garrison,3,220.01
NULL,Josie,Esparza,3,219.62
NULL,Dominique,Lucas,3,223.6
NULL,Lisa,Tanner,3,106.94
NULL,Donte,Fleming,3,206.6
NULL,Gillian,Kaiser,3,71.58
NULL,Isabelle,Kaiser,3,175.98
NULL,Krish,Cantu,3,240.48
NULL,Dayami,Bender,3,68.5
NULL,Anika,Chavez,3,141.53
NULL,Dayami,Peters,3,128.33
NULL,Landin,Klein,3,99.59
NULL,Lilian,Ford,3,61.34
NULL,Michelle,Bautista,3,198.09
NULL,Luz,Hess,3,163.27
NULL,Ezekiel,Hull,3,135.25
NULL,Kadin,Valentine,3,98.96
NULL,Lawson,Stanton,3,86.5
NULL,Theresa,Trevino,3,99.63
NULL,Nikolas,Krause,3,188.81
NULL,Cora,Barnes,3,248.52
NULL,Cecelia,Gamble,3,223.48
NULL,Diamond,Fisher,3,145.9
NULL,Rohan,Stuart,3,52.12
NULL,Arely,Rivers,3,97.25
NULL,Prince,Yang,3,62.29
NULL,Akira,French,3,141.15
NULL,Warren,Goodwin,3,208.03
NULL,Kameron,Parker,3,121.27
NULL,Lyric,Prince,3,137.87
NULL,Logan,Briggs,3,54.72
NULL,Madison,Vega,3,73.53
NULL,Litzy,Hendricks,3,113.68
NULL,Cooper,Nixon,3,103.48
NULL,Enzo,Kidd,3,216.78
NULL,Guillermo,Church,3,109.88
NULL,Cherish,Romero,3,191.99
NULL,Annabella,Kemp,3,149.39
NULL,Chaz,Cantrell,3,240.01
NULL,Rosa,Mccormick,3,99.4
NULL,Luna,Buck,3,75.41
NULL,Malcolm,Huang,3,209.84
NULL,Stephen,Frey,3,176.94
NULL,Mckayla,Sims,3,122.03
NULL,Greyson,Macias,3,150.39
NULL,Jaiden,Monroe,3,226.25
NULL,Averi,Mann,3,191.72
NULL,Royce,Moore,3,98.57
NULL,Bria,Simpson,3,204.53
NULL,Rory,Mayer,3,70.16
NULL,Guillermo,Castro,3,143.58
NULL,Cesar,Hughes,3,132.68
NULL,Hassan,Yu,3,73.46
NULL,Asher,Mcdonald,3,102.64
NULL,Julian,Hancock,3,80.37
NULL,Reina,Santiago,3,156.51
NULL,Luca,Bright,3,127.26
NULL,Sloane,Montes,3,120.82
NULL,Avery,Pena,3,229.29
NULL,Sierra,Francis,3,152.58
NULL,Cannon,Lee,3,223.74
NULL,Ronan,Harris,3,247.09
NULL,Muhammad,Bond,3,133.1
NULL,Miracle,Murillo,3,227.09
NULL,Elizabeth,Bean,3,75.54
NULL,Elise,Duke,3,129.53
NULL,Rowan,Arnold,3,67.66
NULL,David,Sherman,3,92.93
NULL,Cason,Blevins,3,139.19
NULL,Gilbert,Snyder,3,51.21
NULL,Litzy,Mooney,3,205.88
NULL,Alannah,York,3,232.63
NULL,Maurice,David,3,162.86
NULL,Gilbert,Zavala,3,189.95
NULL,Halle,Boyd,3,125.41
NULL,Alberto,Glass,3,165.65
NULL,Geovanni,Wall,3,199.77
NULL,Jennifer,Compton,3,85.19
NULL,Dominique,Roach,3,93.05
NULL,Donald,Kelley,3,124.84
NULL,Brenton,Day,3,213.61
NULL,Maximilian,Hardy,3,233.52
NULL,Amari,Crosby,3,79.45
NULL,Jake,Leonard,3,122.5
NULL,Susan,Lester,3,80.87
NULL,Brianna,Ramos,3,69.71
NULL,Garrett,Taylor,3,131
NULL,Celia,Salazar,3,162.64
NULL,Amiah,Cannon,3,158.78
NULL,Donte,Stevens,3,72.26
NULL,Crystal,Blair,3,166.05
NULL,Amiah,Santiago,3,142.25
NULL,Amirah,Morton,3,215.1
NULL,Kathy,Haney,3,240.46
NULL,Emmanuel,Benton,3,185.98
NULL,Donald,Howell,3,244.7
NULL,Ariel,Chambers,3,171.65
NULL,Zain,Lawrence,3,135.08
NULL,Seth,Serrano,3,65.73
NULL,Josh,Swanson,3,91.08
NULL,Penelope,Hays,3,206.24
NULL,Michaela,Mccann,3,126.48
NULL,Mario,Moon,3,68.11
NULL,Elsie,Lowe,3,62.07
NULL,Teagan,Huang,3,124.79
NULL,Deegan,Gillespie,3,178.96
NULL,Moshe,Mcdonald,3,122.96
NULL,Jaslene,Poole,3,168.68
NULL,Emanuel,Crosby,3,121.47
NULL,Elijah,Lang,3,138.9
NULL,Yusuf,Chen,3,177.27
NULL,Sanaa,Newton,3,132.15
NULL,Taniya,Duran,3,87.15
NULL,Neil,Yates,3,122.82
NULL,Steve,Coleman,3,103.52
NULL,Pablo,Cobb,3,153.12
NULL,Ansley,Frey,3,76.57
NULL,Alvin,Moody,3,194.74
NULL,Colton,Long,3,73.58
NULL,Aliana,Chapman,3,109.75
NULL,Quinn,Hughes,3,126.44
NULL,Anne,Case,3,204.07
NULL,Elise,Vargas,3,232.99
NULL,Isabela,Lawson,3,131.46
NULL,Ally,Larson,3,89.09
NULL,Colby,Mcbride,3,66.02
NULL,Jude,Pierce,3,234.92
NULL,Mariela,Roy,3,228.7
NULL,Danika,Mcdaniel,3,160.98
NULL,Winston,Willis,3,121.1
NULL,Cade,Ryan,3,190.36
NULL,Milton,Mosley,3,158.07
NULL,Anika,Carter,3,50.87
NULL,Porter,Harris,3,228.52
NULL,Abram,Parrish,3,89.42
NULL,Ava,Fleming,3,92.75
NULL,George,Choi,3,163.64
NULL,Elliana,Davidson,3,138.69
NULL,Collin,Schmitt,3,202.47
NULL,Jake,Roy,3,66.88
NULL,Jaylin,Higgins,3,116.15
NULL,Russell,Norton,3,95.31
NULL,Jax,Stevens,3,66.7
NULL,Braylon,Quinn,3,243.78
NULL,Carlo,Blackburn,3,152.11
NULL,Kaleigh,Arellano,3,52
NULL,Rodrigo,James,3,227.44
NULL,Steven,West,3,159.06
NULL,Kolby,Santiago,3,187.14
NULL,Miles,Lawrence,3,137.33
NULL,Darrell,Haney,3,53.95
NULL,Alani,Nolan,3,69.83
NULL,Gia,Bernard,3,79.82
NULL,Nikolas,Morgan,3,127
NULL,Jackson,Novak,3,173.55
NULL,Mylee,Stout,3,78.63
NULL,Jakob,Diaz,3,117.89
NULL,Kaiya,Spears,3,104.6
NULL,Leon,Osborn,3,167.21
NULL,Kallie,Watkins,3,142.42
NULL,Kaylin,Cuevas,3,167.15
NULL,Randy,Blankenship,3,51.33
NULL,Muhammad,Fry,3,115.13
NULL,Quinton,Lyons,3,55.62
NULL,Leah,Rice,3,177.14
NULL,Kasen,Moon,3,245.39
NULL,Amina,Garrett,3,90.33
NULL,Maggie,Parrish,3,240.41
NULL,Graham,Zimmerman,3,190.71
NULL,Gideon,Grant,3,132.02
NULL,Vaughn,Oconnor,3,83.24
NULL,Cooper,Acosta,3,192.52
NULL,Dallas,Hawkins,3,238.62
NULL,Brycen,Ellison,3,175.81
NULL,Maeve,Hernandez,3,200.01
NULL,Jayden,Morales,3,123.97
NULL,Chris,Salazar,3,231.7
NULL,Jonas,Crawford,3,207.15
NULL,Brenden,Holder,3,137.79
NULL,Leah,Rowland,3,238.73
NULL,Samara,Andersen,3,141.73
NULL,Tania,Molina,3,191.83
NULL,Dangelo,Goodman,3,75.91
NULL,Darian,Long,3,123.11
NULL,Leandro,Wheeler,3,165.1
NULL,Amya,Wilson,3,66.5
NULL,Adyson,Buck,3,81.77
NULL,Quintin,Potter,3,147.37
NULL,Aron,Cardenas,3,208.31
NULL,Anastasia,Porter,3,205.51
NULL,Ariel,Robinson,3,167.83
NULL,Liam,Chase,3,53.57
NULL,Yair,Gallagher,3,81.33
NULL,Kash,Richard,3,224.59
NULL,Nikolas,Braun,3,153.03
NULL,Jaiden,Avila,3,121.01
NULL,Yoselin,Mckenzie,3,58.48
NULL,Juan,Shields,3,106.44
NULL,Holly,Cisneros,3,75.21
NULL,Keyon,Pope,3,125.42
NULL,Ashanti,Paul,3,163.73
NULL,Giuliana,Singleton,3,132.52
NULL,Ashlee,Eaton,3,87.39
NULL,Desiree,Maxwell,3,164.92
NULL,Briana,Nicholson,3,216.72
NULL,Tripp,Todd,3,223.9
NULL,Cierra,Armstrong,3,79.23
NULL,Bryce,Gomez,3,176.7
NULL,Leia,Koch,3,236.35
NULL,Joaquin,Hess,3,215.25
NULL,Noah,Ferguson,3,108.02
NULL,Jadyn,Aguilar,3,129.57
NULL,Barrett,Weaver,3,169.02
NULL,Nathalie,Shaw,3,80.17
NULL,Alicia,Gamble,3,86.01
NULL,Ricardo,Bernard,3,104.57
NULL,Eddie,Gray,3,147.07
NULL,Yaretzi,Barnes,3,76.74
NULL,Aidyn,Cervantes,3,98.52
NULL,Ralph,Porter,3,98.49
NULL,Ashleigh,Leon,3,200.66
NULL,Jovanni,Harvey,3,77.03
NULL,Clark,Lee,3,115.63
NULL,Matilda,Lewis,3,237.79
NULL,Madisyn,Allen,3,119.25
NULL,Demarion,Moon,3,165.73
NULL,Mckenna,Haas,3,142.4
NULL,Walter,Castillo,3,140.12
NULL,Terrell,Patel,3,130.79
NULL,Hector,Payne,3,202.1
NULL,Keyon,Savage,3,169.4
NULL,Tori,Leach,3,148.59
NULL,Riley,Pollard,3,144.67
NULL,Kristina,Lawrence,3,113.23
NULL,Cynthia,Anthony,3,87.71
NULL,Carlo,Meza,3,187.52
NULL,Annie,Yates,3,56.48
NULL,Ross,Doyle,3,188.13
NULL,Valery,Osborne,3,207.9
NULL,Joel,Escobar,3,171
NULL,Charlie,Case,3,243.84
NULL,Mina,Hebert,3,64.09
NULL,Patience,Mcfarland,3,103.87
NULL,Tristin,Cooper,3,70.13
NULL,Pranav,Hubbard,3,79.1
NULL,Jameson,May,3,72.13
NULL,Turner,Watson,3,72.23
NULL,Felix,Flowers,3,196.47
NULL,Barbara,Gay,3,119.04
NULL,Anabelle,Buck,3,128.36
NULL,Kael,Gates,3,246.22
NULL,Santino,Fischer,3,81.54
NULL,Malachi,Owen,3,237.42
NULL,Melina,Barton,3,64.07
NULL,Frances,Kelly,3,239.75
NULL,Kendall,Kline,3,161.08
NULL,Angela,Price,3,112.33
NULL,Danny,Ryan,3,77.72
NULL,Elyse,Lawson,3,233.76
NULL,Ruth,Boone,3,63.16
NULL,Jovanni,Woodard,3,137.43
NULL,Lyla,Knox,3,127.26
NULL,Lilah,Grimes,3,187.49
NULL,Taylor,Ray,3,66.94
NULL,Tristen,Blake,3,202.23
NULL,Kolten,Snow,3,76.18
NULL,Aditya,Wolfe,3,233.26
NULL,Nayeli,Parker,3,164.74
NULL,Grant,Beck,3,233.88
NULL,Terrence,Chen,3,197.12
NULL,Jayden,Bartlett,3,89.96
NULL,Moises,Fletcher,3,186.53
NULL,Carson,Holloway,3,196.87
NULL,Lamar,Werner,3,89.74
NULL,Belinda,Rowe,3,129.22
NULL,Emiliano,Collier,3,117.09
NULL,Oliver,Powell,3,106.11
NULL,Ryland,Fischer,3,226.95
NULL,Terrance,Lindsey,3,204.76
NULL,Ellie,Decker,3,56.97
NULL,Brayden,Benjamin,3,91.03
NULL,Isai,Graham,3,218.39
NULL,Shaun,Bernard,3,161.77
NULL,Catalina,Morales,3,85.65
NULL,Shirley,Cain,3,93.84
NULL,Aden,Jordan,3,112.89
NULL,Hana,Baldwin,3,215.89
NULL,Tristin,Cortez,3,66.9
NULL,Sharon,Fisher,3,233.15
NULL,Leonardo,Lynch,3,133.93
NULL,Hayley,Bowers,3,183.05
NULL,Kasey,Norris,3,126.75
NULL,Alexia,Brown,3,138.39
NULL,Ayaan,Dickerson,3,119.57
NULL,Roger,Melendez,3,229.89
NULL,Mercedes,Dixon,3,142.18
NULL,Alonzo,Pitts,3,111
NULL,Malaki,Chang,3,225.28
NULL,Jaquan,Singh,3,114.73
NULL,Catherine,Conley,3,204.98
NULL,Kaylie,Galvan,3,106.93
NULL,Erica,Austin,3,118.09
NULL,Zaid,Tapia,3,89.93
NULL,Luke,Collins,3,116.14
NULL,Yaritza,Griffin,3,96.38
NULL,Tommy,Ellison,3,217.63
NULL,Jaydan,Cameron,3,117.16
NULL,Steve,Hudson,3,221
NULL,Layne,Lee,3,199.83
NULL,Aryan,Andersen,3,91.9
NULL,Lizeth,Dunn,3,73.17
NULL,Tyshawn,Riley,3,175.27
NULL,Leilani,Todd,3,194.84
NULL,Holden,Weaver,3,229.29
NULL,Natalee,Chavez,3,144.05
NULL,Hannah,Glass,3,152.9
NULL,Rene,Wilson,3,237.99
NULL,Cameron,Mullen,3,185.67
NULL,Brynn,Robles,3,58.04
NULL,Sidney,Cowan,3,162.08
NULL,Jamari,Browning,3,209.31
NULL,Callie,Michael,3,198.12
NULL,Kyson,Zimmerman,3,86.04
NULL,Makaila,Hurley,3,104.46
NULL,Natalie,Hudson,3,175.52
NULL,Judah,Zavala,3,200.46
NULL,Taryn,Clarke,3,88.37
NULL,Maurice,Cooke,3,170.43
NULL,Rylee,Sellers,3,172.57
NULL,Randall,Fletcher,3,156.27
NULL,Alanna,Green,3,154.51
NULL,Johnathon,Mitchell,3,235.34
NULL,Kailyn,Ballard,3,226.24
NULL,Joel,Rojas,3,147.84
NULL,Areli,Crosby,3,69.21
NULL,Kaleb,Small,3,143.68
NULL,Javon,Joyce,3,152.44
NULL,Kamora,Estrada,3,106.52
NULL,Max,Wolf,3,186.34
NULL,Porter,Pratt,3,180.29
NULL,Chandler,Cooke,3,109.32
NULL,Olive,Aguirre,3,137.06
NULL,Kaliyah,Riddle,3,206.36
NULL,Coby,Strickland,3,77.76
NULL,Gilbert,Pennington,3,54.23
NULL,Evangeline,Lin,3,201.61
NULL,Eliza,Briggs,3,147.63
NULL,Jase,Mayer,3,57.66
NULL,Savion,Parsons,3,202.51
NULL,Kason,Castaneda,3,205.21
